references;referenced
1568722;1602910
1547416;946913
155524;214629
78484;755721
8373;15901
995020;184813
618247;852620
624282;1460658
1688939;706759
454203;487783
1272897;1736531
687179;375225
1020441;75756
1106092;608567
910438;192638
43287;1634958
591848;336781
1226599;1679128
1585681;1224884
1268192;1475397
686581;477134
833910;1509457
929966;359688
1110498;215100
1515229;473070
1664829;1154133
899480;955143
252915;1442736
59226;1448195
228692;253597
678483;364042
1449637;244475
1363491;511208
215274;364042
167261;803423
1013871;1455769
1045904;554285
1552804;134560
326638;433428
1113407;444267
43565;270373
310749;738913
1539337;767593
1474208;1091367
617844;490186
985035;1435009
1533899;905619
1390698;366206
302288;545983
216418;765817
390030;734514
402724;144733
1796824;211926
1810403;6522
171057;1032800
218636;1031492
637364;1054770
907094;1462352
1105034;1657854
1494849;220998
563542;884621
505803;29521
137780;749663
301193;1666719
451916;1095886
320944;621425
430170;1709747
1124433;607355
654655;1427644
1803942;60318
372240;1333795
1224884;846391
1030874;1147978
905619;27301
878239;224561
192821;1771662
1660303;1655064
1637245;842405
60318;1716356
1010600;260539
1090942;685073
1012494;1089315
1316039;223960
301193;901073
1047238;1144321
1422719;1635983
994405;907500
1067598;21951
1441238;1435983
1038054;95816
39294;1476506
489504;683433
833910;308747
1501620;881990
1045715;1329644
1364731;1537476
810749;1031492
876610;170076
75067;448194
241752;856447
1531151;1535012
1403037;523061
40380;620598
294944;1240311
505143;405103
38130;1091367
36490;849468
959509;378968
463804;872221
681012;1082094
659904;1039487
1622774;1788602
878239;688835
639332;1086253
325432;661497
463804;758850
1440731;1449118
1276130;1803942
356647;843524
232572;852957
368352;1395493
45886;849468
104967;511601
1362128;1225118
706759;1658827
840705;760576
344196;155524
686859;1557031
313083;1506273
1627507;104967
505947;739243
445523;441213
791175;852449
881990;818681
938534;754613
927230;1071939
1281918;938741
1257502;760576
762790;1679810
1766615;971366
18993;148797
278644;444267
789711;80570
140240;679325
959509;90294
1645932;521312
1733407;1709002
396995;1330140
1531151;749663
119821;915898
163357;1782287
1275901;1520693
155019;692678
1223165;808287
876431;1218527
628729;527403
1815571;473070
332533;908949
176769;155524
1384677;302370
1521063;1249308
74282;1347062
1201017;858943
108390;683433
10889;900300
1682202;1028584
193054;433966
1127782;1249308
1395493;95816
1472067;1596311
621293;1048746
1518885;695567
1205211;1630115
17684;1692481
1541341;1485153
354571;1456570
728798;761799
1699834;649712
1119501;695700
1165981;1352185
1281047;693747
295139;819435
755599;1125027
1391546;29332
843524;1140107
1072439;1573833
38917;1515215
1257742;429510
1632847;1664788
73348;1782287
1674447;808287
1240311;35479
1373283;1276130
535049;144733
1039487;1441168
1190613;682106
1242355;210635
397387;1422719
140362;1713610
1074707;756926
1384677;787986
745926;1032800
1550618;537828
1595122;539040
314725;1352185
1007187;1495587
707638;716692
31350;1096736
497513;1426774
1029012;432350
314725;1240319
605621;791175
44505;1472329
341636;1544867
1788602;986644
291511;336781
562991;1185599
20175;826519
1354071;521312
732615;875060
152372;1709002
1228939;929966
199007;451500
1028515;579573
1224884;1561863
15901;41593
1748574;1337573
1699834;1279974
1577540;1700909
1280042;83404
380549;505947
1270031;520826
1736531;490200
349990;628035
246555;535179
295139;521312
876431;539917
505558;1496982
1393918;1810899
671725;1448029
613737;1712050
198227;679325
493721;1673282
1253601;364583
461413;941119
1216968;471357
83404;1546088
1788892;1448802
1427644;1379113
692678;147329
1131715;1645939
1039487;12993
1573833;1535012
505143;584704
1123136;758850
1462352;1632907
94496;1071939
382143;1630115
1732060;354644
1223967;210635
584704;346441
308120;298915
40449;1223967
818681;1309347
444077;1228939
1200926;1460658
1777805;164942
1657854;1250181
73220;1637245
945375;997982
218636;1623823
849475;129505
1310149;988455
1276130;1225118
6522;29332
313502;731109
1756334;1698166
1451898;685073
512839;385572
1549441;1032007
193936;1736531
1624977;649712
1198182;833112
1207386;728297
1707342;566695
122273;392885
1268277;212088
615364;567418
120346;1010108
605810;313083
17684;941119
1606389;1697743
1156348;876431
176264;848072
397387;1083924
769826;1552205
1035038;1733407
1673282;669799
1291450;284180
1799546;1185599
858685;344537
1713131;603151
614894;1436632
1672743;1086356
1636364;295244
555508;1245347
1593702;121829
193006;148797
163357;695700
1055523;955143
1289430;1107177
1453948;1380026
1512767;1137975
802089;852957
1676246;155524
1627074;1279974
325970;463804
810749;1623823
680940;1307349
1605552;1497272
1769274;762797
848696;852620
385606;1635677
877544;56467
1296112;1306805
1163338;679325
1348457;601150
1698166;658766
557224;73508
1013863;955581
1038253;1325840
848696;1354317
819435;846391
957139;1595122
162019;515592
1147978;1131298
598886;1776275
1257742;1225118
1677821;1453948
497513;1041107
1289430;1258373
515592;490200
1228401;1636364
1330140;660320
1253601;29521
1529367;1071939
1299715;505143
1238526;579573
1278913;1650738
1028584;584305
670148;1676423
233935;901073
497513;1684067
182605;1228939
87791;815469
297098;1061598
1348836;745926
1684067;1789024
221287;746710
658104;1235110
1605931;136660
946913;654655
791645;1482794
14870;1439875
609973;1478454
1243554;45886
1147978;826409
856777;28916
395173;184619
657635;1395493
218636;238950
1410082;1404390
398591;1637245
1601845;284492
460995;234105
1384677;1249308
614350;1354317
505060;1769274
1688;167261
899173;1635677
305562;1593702
269276;1361815
1241505;1275901
368352;385606
942590;1768435
929966;778541
907500;344537
65230;1429480
1014487;802089
316834;356562
972044;497513
308120;1348457
291511;955581
865609;1395493
897687;787986
1228726;217021
439701;155814
1241505;237528
621293;357869
1329644;1039100
1518885;1472329
1672743;278644
1293411;770098
1228939;1264496
1197573;1676423
1799546;344302
1027884;1455769
770098;1296112
610574;1154133
143119;1280042
411407;313083
95816;789508
382143;398077
1221507;610698
193006;1613350
1570380;1448152
1119501;743434
1283987;1391546
1709002;258746
1530546;506156
396328;1114802
757312;1444155
1205211;574966
989627;1688939
451916;745926
1266380;1494849
881990;705233
601863;674499
29841;1144321
88169;130022
1645939;714243
722469;433966
1063848;1144321
335626;356562
65220;336781
1010108;515036
1194496;1437394
403334;846391
1534384;1557031
900300;1736531
867563;1521632
849468;357869
747896;1766699
1476190;1306805
1015068;1123136
1796824;1810899
1426046;234105
1634958;1810403
163357;619728
1695053;1280519
73220;1623823
1335006;29521
539049;681381
566695;1664788
674499;1538985
1015068;164549
78484;1114199
1693729;515036
1387178;1368903
215497;1797556
471352;511208
1072499;1472329
209002;1658827
1201017;1269823
1221498;129505
1586812;554285
188435;291511
1186722;130022
78484;706759
1038880;1435983
1622774;1032007
681012;794766
1366722;1714427
73220;292320
876610;378968
384603;1705659
1019378;346441
1122808;1667234
1546718;772349
271214;1278913
1509457;1325840
163313;1032426
609253;1253067
1307349;41593
1218774;1485153
597714;1208749
1693865;876431
603379;1666515
855327;1330140
882228;13205
439701;1506273
1333795;953868
563404;1770742
1115014;69894
1634958;1125027
1638427;984931
679924;1027884
1527892;1713610
1421983;734514
775384;1580328
1283987;1580328
572296;621425
320944;1495587
740225;1538262
1681560;1240319
163357;521312
1209436;891461
41593;1333795
485597;44486
258555;85772
505143;1448152
657635;382276
193810;649244
18993;852620
1082713;653893
1250848;445523
1132861;1123136
388271;314725
840705;1086356
390085;490200
1390698;329271
1302035;1689283
1183563;136660
1426774;1571182
719760;585590
1670791;1091
1105437;345137
1814947;796041
1010108;905619
918870;770098
1297928;1002565
1304089;437115
1325840;1703908
1576864;1439875
85772;476394
723740;474464
267728;1395487
1810017;1794591
1815832;1521045
263297;759219
932773;193006
1666476;1448802
293295;1527892
133010;1596311
1693667;1373685
1769274;260539
1547416;1606389
567418;661497
1484827;3787
1721467;1330140
170076;1681771
1273921;1418546
805263;346441
937516;364042
268343;466220
665341;1255550
361368;121829
1321008;900503
1552663;1632847
985654;910438
505143;40380
336781;1239202
216418;249145
1240813;687619
1423516;671761
541011;794766
450079;1576036
579773;433966
372956;1497272
1186097;1696001
149844;1281918
1240319;531080
1665332;437115
190774;1249308
1535012;1557031
1474627;1666719
28916;1446963
13070;39294
96560;56467
88169;437115
789711;860825
71126;1534806
989187;1502707
972195;541011
1225118;1082713
1012494;988004
402724;911753
621897;1709002
1688;733578
693747;818681
1017296;959509
706759;193554
117599;401435
34988;731109
908949;1093371
1039487;1185599
1416591;1048515
1564209;967909
848072;1635677
1378886;78484
88169;848072
1013863;502452
621293;503214
1194496;414512
715329;270373
1253126;719168
1178595;1057598
1488658;1448152
120346;137780
72147;124858
1270031;1622774
1475749;1716356
1416591;1789920
1676423;1040444
1431138;1457765
397387;171006
1143756;539049
1253126;794766
916140;28916
804213;721413
502452;794766
275008;867563
31350;760576
1368903;476394
128236;1431982
802089;1681560
35048;1143756
1562509;1380946
1586812;791175
1605645;1475397
722158;598832
600962;1180520
192912;515422
404897;1330140
385606;706544
1527533;915898
1010108;908949
1714427;12993
569578;767593
693747;653311
18993;60318
245206;1436831
1552663;184619
223055;707638
1040562;176264
723740;382732
1681771;1245134
206076;574966
1688;802089
621293;1494849
360864;733578
767593;65220
1408385;246542
1808105;672965
880700;1696001
405103;181847
172223;891461
1221498;227494
1261299;537828
220998;1378886
852620;309773
685547;1494849
346441;1634958
1186722;1650738
153873;117599
1560356;310749
1015068;745926
1082094;1813111
1216380;1788602
683433;1657854
326638;1474627
399053;258555
809930;1264496
1616176;965074
1451898;460995
1364731;601150
936110;1348457
914608;1105034
1424008;187573
865609;1422719
317536;1495587
621898;1307992
431092;398591
880330;1353487
1140107;1676423
1240311;1399713
1560356;373515
279698;388271
43929;1113407
791572;1341035
387150;1327342
1107177;1482794
6522;1810403
526827;1688939
392408;1228726
354644;564427
485597;1699565
910438;575280
1078069;268343
1815792;356562
1383945;184813
845024;1145009
21456;1658645
95708;1807063
435147;1739009
474464;1091367
1225118;1813111
800331;649502
505060;957618
775502;1261299
1645439;574966
688835;761799
810749;1123419
880330;929966
1698766;1658827
1046654;361368
773755;458772
791572;602342
1697457;446831
1140292;489504
1038054;1235110
900300;1738682
474464;1154133
957618;214505
1082713;1017254
1533899;1330140
875054;685073
652320;1521045
718313;591848
349990;130022
482782;1581016
1721467;714243
205867;1292837
146973;623325
240820;1289923
1422719;349990
215100;104967
313502;846391
1477903;1775011
706544;458772
33279;597714
1603800;852957
1669984;477134
146973;653311
297972;972797
883989;44505
450079;372240
1056348;1815832
626168;867361
858012;1451898
804141;12993
1441238;1563857
1289923;189951
309696;523061
170076;1301044
330977;1606389
372956;6762
1055406;955581
1621029;628729
1331844;523061
804141;313239
637364;1337573
164434;155524
166310;796041
985654;1588621
1348457;1125027
1770742;385606
1518885;13070
260313;768675
1194496;1668433
1309515;1395493
87791;1673282
1777938;147329
1670791;1286905
1210970;1681560
309476;1095886
506156;574966
669531;1373283
636784;1788602
742838;1748574
1658385;1352185
833112;715329
1544043;1100958
1206203;1733407
1165981;330141
972044;1345177
121047;905619
1549441;1118510
349990;1027884
1471507;760576
1789024;1568173
1005427;1439875
1364731;1709002
1603800;901870
965074;1083924
763243;852449
1277066;946913
1490167;988004
900300;1476506
1228726;1368903
768675;1613350
424836;1681771
1656258;745926
295139;1015068
260539;29332
791645;521312
1082759;209002
21805;295244
1411852;465329
251746;626168
844961;682106
1692687;1482794
1655456;86197
756926;1672743
316834;363116
475113;473070
1446963;1600357
317670;506156
572296;27301
1239202;705233
104967;490186
193006;1275901
664311;539917
217021;661497
581821;172223
1067598;905619
1699467;1086356
1470373;505558
52584;1228726
1519481;44486
598886;1104569
1627759;601150
1603800;959509
401217;361416
922595;1515215
936110;520826
1636197;607355
1431138;1100958
720048;1315091
1527533;815469
401217;189951
1123136;1475749
1123419;1245347
1563810;209002
1368350;1563857
1474208;1688939
73508;1807063
927230;1569375
539040;433428
853962;850732
1778470;815469
357869;238950
1506273;1689283
1807063;956042
1450088;52888
1660204;244475
217021;716692
1603316;722158
1380026;1337573
352166;1047238
1002565;1431982
1393252;521312
762790;809930
1103655;43565
950275;1256473
1253601;945375
271214;1452476
529478;1670791
297972;658272
909340;774745
1082713;1527892
931202;707638
1810017;260539
803423;771098
681007;258555
1366722;537828
1557031;649502
185553;1352185
379174;1061598
674499;607355
1095886;1230471
700355;679325
249145;582745
618979;45886
102669;153873
88169;1032426
675534;1329644
245881;449364
1684067;39294
668708;840705
473070;5411
1653831;809930
557224;198536
1707342;658272
773965;227494
415788;372240
1563857;357869
665341;872221
1015068;243668
229287;1595122
1123419;1788602
1794591;705233
1586812;878239
720048;149844
298915;1574828
757312;8763
159256;1244547
816299;706759
1770742;794766
805263;813000
1530546;506323
373515;521312
1695053;878239
762797;1191051
589191;314725
1279312;1637245
1558196;1485153
1036492;1358953
1379113;607355
287947;1163984
1535111;497513
569578;1221507
523061;214505
610751;621293
1250181;198536
121590;505292
609356;1078805
292799;427331
765817;659904
809930;1667187
1086253;536083
471357;1013871
836707;1123136
1570380;511208
341064;905794
674505;872221
849468;1632518
942590;490200
442490;1127706
252754;1206233
572296;1495587
1435983;731271
1638427;357869
745926;1388
642410;302370
1678501;41593
621898;455583
536083;668708
989187;1383945
54153;598886
501892;1275901
1799546;778541
215274;1531151
1453948;649502
701070;357869
217368;1250181
1535012;1327342
531080;316834
1314966;671761
1406079;155524
880416;905794
1013871;329271
943288;1363407
399053;214505
1279974;1253601
903459;852957
223002;85772
395173;398077
153873;148797
59226;1337573
1702607;849468
351505;154746
1581160;558617
618247;1239507
1619398;772349
187573;325432
804069;346441
600256;940157
851637;1752984
5781;1818585
161441;946913
1405747;444077
1549602;1630115
719760;1768292
1309347;92058
494408;433428
1705659;723740
183860;997982
1655577;155524
1331044;305562
1137530;1223165
562977;1692996
1605552;1452876
802377;155814
1118428;1249622
653893;1586417
1403037;401217
535049;1228726
1536770;1426774
1057596;95816
618979;1679810
434796;732193
497513;344302
65220;1354731
1441238;1521201
442490;1546852
422477;1159246
29521;626168
564427;1017254
1041107;687619
1163984;709763
390030;1426774
1464495;1029012
1056348;93132
384603;1549905
937946;800331
531080;1264496
88169;1267893
581576;822868
1645862;1095886
762790;1766988
876431;1715589
