id	title	page_start	page_end	year	citations	conference	keywords
285180	Asynchronous replication for evolutionary database development: a design for the experimental assessment of a novel approach	818	825	2011	0	International Conference on Move to Meaningful Internet Systems	['Asynchronous communication', 'Data modeling', 'Computer science', 'Database schema', 'Database testing', 'Agile software development', 'Database theory', 'Code refactoring', 'Schema (psychology)', 'Database', 'Distributed computing']
287040	A tool for solving differential games with co-evolutionary algorithms	1535	1542	1999	1	Genetic and Evolutionary Computation Conference	['Differential equation', 'Mathematical optimization', 'Nonlinear system', 'Evolutionary algorithm', 'Computer science', 'Dynamical systems theory', 'Game theory', 'Numerical analysis', 'Optimization problem', 'Genetic algorithm']
287947	On Consistency and Completeness of Property-Sets.	241	248	2006	1	Forum on specification and Design Languages	['Computer architecture', 'Computer science', 'Consistency (statistics)', 'Theoretical computer science', 'Completeness (statistics)', 'Strong consistency']
288456	Real-Time Application Domain Visionaries			2000	1	International Symposium on Object/Component/Service-Oriented Real-Time Distributed Computing	['Resource management', 'Software deployment', 'Computer science', 'Source code', 'Work in process', 'Real-time computing', 'Software', 'Application domain', 'Software development', 'New product development', 'Distributed computing']
289271	Enabling multi-use, multi-tool models of manufacturing systems through an experimental frame expert system	247	255	2001	4	Journal of Intelligent Manufacturing	['Systems engineering', 'Manufacturing systems', 'Expert system', 'Engineering', 'Legal expert system']
292320	Konzepte zum Root-CA Zertifikatswechsel.			2003	0	Datenschutz Und Datensicherheit	['Computer science', 'Computer security', 'Humanities']
292799	Fast Semi-supervised Segmentation of in Situ Tree Color Images	161	172	2014	1	International Conference on Image and Signal Processing	['Computer vision', 'In situ', 'Human operator', 'Pattern recognition', 'Learning set', 'Computer science', 'Segmentation', 'Mathematical morphology', 'Mobile device', 'Artificial intelligence', 'Lightness', 'Color quantization']
294944	Implementing Artificial Immune Systems for the Linear Ordering Problem	53	62	2013	2	Soft Computing	['Artificial immune system', 'Combinatorial optimization problem', 'Linear ordering', 'Computer science', 'Theoretical computer science', 'Test data', 'Solver', 'Soft computing', 'Metaheuristic']
295244	QoS Enabled Routing Protocol For MANET.	229	234	2009	0	International Conference on Wireless Networks	['Link-state routing protocol', 'Dynamic Source Routing', 'Computer science', 'Enhanced Interior Gateway Routing Protocol', 'Computer network', 'Wireless Routing Protocol', 'Optimized Link State Routing Protocol', 'Interior Gateway Routing Protocol', 'Zone Routing Protocol', 'Routing protocol', 'Distributed computing']
297098	The Challenges of Automated Methods for Integrating Systems	486	492	2004	4	IASTED Conference on Software Engineering	['Ontology-based data integration', 'Ontology', 'Systems engineering', 'Software engineering', 'Computer science', 'System integration']
297972	Rapid parallel systems deployment: techniques for overnight clustering	49	57	2008	7	USENIX Large Installation Systems Administration Conference	['Software deployment', 'Computer science', 'System deployment', 'Computer security', 'Business Day', 'Server', 'Installation', 'Configuration management', 'Cluster analysis', 'High availability', 'Art history', 'Distributed computing']
298915	Multilevel Policy Based Security in Distributed Database	572	580	2011	1	Advances in Computing and Communications	['Security convergence', 'Security testing', 'Security through obscurity', 'Computer science', 'Computer security', 'Security service', 'Cloud computing security', 'Security information and event management', 'Security policy', 'Computer security model']
301193	Predicting Makespan with Latin Square Replication on Computational Grids.	174	179	2010	0	Computers and Their Applications	['Job shop scheduling', 'Computer science', 'Parallel computing', 'Latin square']
302370	An Evolving Agent with EVOLP.	205	216	2003	2	APPIA-GULP-PRODE	['Programming language', 'Negation', 'Computer science', 'Artificial intelligence', 'Logic programming']
302949	A Performance Comparison of Evolutionary Meta-heuristics and Solving MAX-SAT Problems.	379	383	2004	3	International Conference on Computational Intelligence	['Maximum satisfiability problem', 'Computer science', 'Theoretical computer science', 'Metaheuristic']
304184	Parallel Thinning on Rmesh.	164	167	2004	0	Computers and Their Applications	['Reconfigurable mesh', 'Thinning', 'Computer science', 'Parallel computing', 'Image processing', 'Preprocessor', 'Data compression']
305562	The role of help in Classical and Quantum Zero-Knowledge			2007	1	arXiv: Quantum Physics	['Quantum', 'Discrete mathematics', 'Algebra', 'Quantum process', 'Quantum sort', 'Quantum algorithm', 'Quantum information', 'Quantum channel', 'Mathematics', 'Quantum capacity', 'Lemma (mathematics)']
308120	Pattern Recognition Using Modular Neural Networks and Genetic Algorithms.	77	83	2004	15	International Conference on Artificial Intelligence	['Neocognitron', 'Pattern recognition', 'Computer science', 'Time delay neural network', 'Artificial intelligence', 'Modular design', 'Artificial neural network', 'Neural gas', 'Genetic algorithm']
308747	Increased Community Engagement via Map Based Website Modules/Plugins	355	358	2013	0	International Conference on Human-Computer Interaction	['World Wide Web', 'Social media', 'Computer science', 'Community engagement', 'Human–computer interaction', 'Plug-in', 'Multimedia']
309476	A Multicast Algorithm for Dynamic Closed Groups.	13	28	1997	0	International Conference on Principles of Distributed Systems	['Computer science', 'Multicast algorithms', 'Xcast', 'Computer network', 'Distributed computing']
309696	Managing Uncertainty in Maritime Applications	17	27	2011	0	International Conference on Transport Systems Telematics	['sort', 'Fuzzy logic', 'Algorithm', 'Fuzzy set', 'Theoretical computer science', 'Type-2 fuzzy sets and systems', 'Mathematics', 'Theory of evidence', 'Binary number']
309773	REAL-TIME ROAD SCENE CLASSIFICATION USING INFRARED IMAGES	351	356	2010	1	International Conference on Computer Vision Theory and Applications	['Computer vision', 'Pattern recognition', 'Computer science', 'Artificial intelligence', 'Infrared']
310749	A Roadmap for Navigating the Life Sciences Linked Open Data Cloud	97	112	2014	20	International Semantic Technology Conference	['Information retrieval', 'Computer science', 'Visualization', 'Reuse', 'Linked data', 'Semantic Web', 'SPARQL', 'Named graph', 'Vocabulary', 'Cloud computing']
311502	The S-Link-S Framework for Reference Linking: Architecture and Implementation.			1999	3	International Conference on Electronic Publishing	['Metadata', 'World Wide Web', 'Architecture', 'The Open Group Architecture Framework', 'Computer science', 'RM-ODP', 'Architecture framework', 'Reference architecture', 'Enterprise architecture framework', 'View model']
313239	Knowing and throwing mudballs, hearts, pies, and flowers: a connective ethnography of gaming practices	232	239	2008	2	International Conference of Learning Sciences	['Social psychology', 'Metaverse', 'Media studies', 'Throwing', 'Psychology', 'Youth participation', 'Online and offline', 'Ethnography', 'Negotiation', 'Club']
314725	Genetic Network Programming with Actor-Critic	79	86	2007	0	Journal of Advanced Computational Intelligence and Intelligent Informatics	['Interactive evolutionary computation', 'Computer science', 'Evolutionary computation', 'Genetic programming', 'Artificial intelligence', 'Genetic representation', 'Evolutionary programming', 'Genetic network', 'Machine learning', 'Learning classifier system', 'Reinforcement learning']
316117	Integrated placement and optimization flow for structured and regular logic	352	353	2012	1	VLSI Design and Test	['Data path', 'Computer science', 'Flow (psychology)', 'Electronic engineering', 'Theoretical computer science', 'Physical synthesis', 'Electronic circuit', 'Computer engineering', 'AND gate']
316834	CONEWS: A COLLABORATIVE APPROACH TO ONLINE NEWS STORIES	101	106	2007	0	International Conference on Enterprise Information Systems	['World Wide Web', 'Computer science', 'Multimedia']
317536	VRML - Das aktuelle Schlagwort.	294	295	1997	2	Informatik Spektrum	['World Wide Web', 'VRML', 'Computer science']
320228	Key information technologies in the mid-1990s.	398	416	1993	0	European Conference on Information Systems	['Information system', 'Management information systems', 'Information technology architecture', 'Computer science', 'Information technology', 'Knowledge management', 'Information technology management', 'Computer-aided technologies', 'Information engineering']
320786	Performance evaluation of OpenMP and CUDA on multicore systems	235	244	2012	3	International Conference on Algorithms and Architectures for Parallel Processing	['Computer science', 'CUDA', 'Parallel processing', 'Parallel computing', 'Chip', 'Compiler', 'Software', 'Multi-core processor', 'Multicore systems', 'Automatic parallelization']
320896	Self-Tuning Technology in Microsoft SQL Server.	20	26	1999	28	IEEE Data(base) Engineering Bulletin	['Identity column', 'Microsoft Office Live Meeting', 'Business Intelligence Markup Language', 'Computer science', 'Language Integrated Query', 'Data Transformation Services', 'User-defined function', 'SQL injection', 'Database', 'Operating system', 'SQL/PSM']
325970	Efficient Mining of Maximal Sequential Patterns Using Multiple Samples.	415	426	2005	47	SIAM International Conference on Data Mining	['Pattern recognition', 'Computer science', 'Artificial intelligence', 'Machine learning']
326638	The Incompleteness Factor Method as a Support of Inference in Decision Support Systems	201	210	2014	1	International Conference: Beyond Databases, Architectures and Structures	['Data mining', 'Certainty', 'Intelligent decision support system', 'Inference', 'Computer science', 'Decision support system', 'Artificial intelligence', 'Missing data', 'Recall', 'Machine learning']
327400	Specification of Adleman's Restricted Model Using an Automated Reasoning System: Verification of Lipton's Experiment	126	136	2002	1	Lecture Notes in Computer Science	['Automated reasoning', 'Computer science', 'Formal specification', 'Theoretical computer science', 'Mathematical proof', 'Model of computation', 'Soundness', 'Propositional formula', 'Formal verification', 'Executable']
